67.8,2
67.9,0
68.0,0
68.1,2
68.2,0
68.3,0
68.4,2
68.5,0
68.6,1
68.7,2
68.8,3
68.9,2
69.0,7
69.1,9
69.2,9
69.3,12
69.4,10
69.5,22
69.6,26
69.7,37
69.8,39
69.9,56
70.0,49
70.1,98
70.2,106
70.3,140
70.4,139
70.5,145
70.6,187
70.7,178
70.8,215
70.9,225
71.0,243
71.1,241
71.2,269
71.3,220
71.4,215
71.5,177
71.6,208
71.7,171
71.8,150
71.9,138
72.0,111
72.1,106
72.2,69
72.3,70
72.4,65
72.5,42
72.6,46
72.7,35
72.8,28
72.9,27
73.0,13
73.1,9
73.2,4
73.3,4
73.4,4
73.5,5
73.6,2
73.7,2
73.8,3
73.9,1
74.0,0
74.1,0
74.2,1
74.3,1
74.4,0
74.5,0
74.6,0
74.7,0
74.8,0
74.9,1
75.0,1
