67.2,1
67.3,0
67.4,0
67.5,0
67.6,0
67.7,0
67.8,0
67.9,0
68.0,0
68.1,0
68.2,0
68.3,1
68.4,0
68.5,0
68.6,0
68.7,0
68.8,0
68.9,3
69.0,1
69.1,6
69.2,0
69.3,5
69.4,13
69.5,13
69.6,20
69.7,26
69.8,33
69.9,47
70.0,40
70.1,65
70.2,60
70.3,90
70.4,112
70.5,97
70.6,129
70.7,122
70.8,125
70.9,144
71.0,127
71.1,132
71.2,135
71.3,105
71.4,131
71.5,89
71.6,82
71.7,88
71.8,60
71.9,70
72.0,45
72.1,55
72.2,39
72.3,46
72.4,31
72.5,26
72.6,16
72.7,25
72.8,14
72.9,21
73.0,12
73.1,10
73.2,13
73.3,8
73.4,16
73.5,9
73.6,14
73.7,5
73.8,4
73.9,8
74.0,9
74.1,8
74.2,4
74.3,5
74.4,13
74.5,8
74.6,9
74.7,5
74.8,5
74.9,4
75.0,5
75.1,3
75.2,3
75.3,6
75.4,5
75.5,1
75.6,3
75.7,2
75.8,4
75.9,5
76.0,5
76.1,2
76.2,2
76.3,5
76.4,6
76.5,4
76.6,3
76.7,3
76.8,2
76.9,6
77.0,4
77.1,5
77.2,1
77.3,3
77.4,2
77.5,0
77.6,1
77.7,1
77.8,3
77.9,1
78.0,1
78.1,1
78.2,2
78.3,2
78.4,1
78.5,0
78.6,3
78.7,2
78.8,1
78.9,1
79.0,0
79.1,1
79.2,0
79.3,0
79.4,0
79.5,0
79.6,0
79.7,0
79.8,0
79.9,0
80.0,0
80.1,0
80.2,1
