68.3,1
68.4,0
68.5,0
68.6,0
68.7,0
68.8,3
68.9,4
69.0,1
69.1,1
69.2,7
69.3,7
69.4,10
69.5,15
69.6,20
69.7,21
69.8,42
69.9,36
70.0,60
70.1,62
70.2,107
70.3,127
70.4,145
70.5,151
70.6,189
70.7,190
70.8,221
70.9,236
71.0,270
71.1,299
71.2,263
71.3,260
71.4,266
71.5,232
71.6,247
71.7,218
71.8,213
71.9,219
72.0,198
72.1,187
72.2,177
72.3,139
72.4,132
72.5,110
72.6,108
72.7,68
72.8,83
72.9,57
73.0,74
73.1,60
73.2,43
73.3,42
73.4,28
73.5,24
73.6,16
73.7,13
73.8,13
73.9,14
74.0,10
74.1,7
74.2,3
74.3,3
74.4,3
74.5,1
74.6,3
74.7,2
74.8,1
74.9,2
75.0,1
75.1,0
75.2,1
75.3,0
75.4,0
75.5,0
75.6,0
75.7,1
75.8,0
75.9,1
