68.6,2
68.7,2
68.8,1
68.9,2
69.0,6
69.1,8
69.2,10
69.3,15
69.4,21
69.5,18
69.6,16
69.7,28
69.8,33
69.9,42
70.0,37
70.1,65
70.2,73
70.3,90
70.4,78
70.5,90
70.6,111
70.7,104
70.8,129
70.9,106
71.0,120
71.1,107
71.2,96
71.3,123
71.4,109
71.5,100
71.6,101
71.7,86
71.8,84
71.9,78
72.0,60
72.1,66
72.2,60
72.3,62
72.4,51
72.5,36
72.6,34
72.7,29
72.8,36
72.9,19
73.0,26
73.1,24
73.2,19
73.3,13
73.4,14
73.5,10
73.6,14
73.7,4
73.8,12
73.9,3
74.0,9
74.1,3
74.2,6
74.3,6
74.4,3
74.5,4
74.6,6
74.7,2
74.8,0
74.9,1
75.0,6
75.1,3
75.2,0
75.3,6
75.4,1
75.5,2
75.6,0
75.7,0
75.8,0
75.9,0
76.0,1
76.1,2
76.2,0
76.3,2
76.4,0
76.5,0
76.6,0
76.7,0
76.8,1
76.9,0
77.0,0
77.1,0
77.2,0
77.3,0
77.4,0
77.5,0
77.6,0
77.7,0
77.8,1
