*2010,,,,
82, -,Vance Veazey,1,"$9,776"
83, -,Brad Adamonis,1,"$9,713"
84, -,Bobby Kalinowski,1,"$9,648"
85, -,Matt Weibring,1,"$9,324"
86, -,Dirk Ayers,1,"$8,550"
87, -,Chez Reavie,2,"$7,840"
88, -,Adam Meyer,1,"$7,490"
T89, -,Hiroyuki Fujita,2,"$7,388"
T89, -,Brock Mackenzie,3,"$7,388"
91, -,Matt Hendrix,3,"$6,750"
92, -,Nick Gilliam,1,"$6,510"
93, -,Don Yrene,2,"$6,480"
94, -,Tim Conley,1,"$6,420"
95, -,Nick Flanagan,10,"$6,180"
*2003,,,,
1, -,Padraig Harrington,11,"$961,235"
2, -,Hank Kuehne,23,"$872,139"
3, -,Fredrik Jacobson,8,"$786,771"
4, -,Stephen Leaney,9,"$723,986"
5, -,Justin Rose,11,"$599,874"
6, -,Thomas Bjorn,6,"$548,412"
7, -,Niclas Fasth,14,"$481,982"
8, -,Nick Faldo,7,"$262,258"
9, -,Brian Davis,4,"$228,611"
10, -,Paul Lawrie,7,"$225,974"
11, -,Phillip Price,9,"$225,926"
12, -,Jeff Gallagher,10,"$163,900"
13, -,Eduardo Romero,12,"$156,515"
14, -,Paul Casey,7,"$136,700"
15, -,Mathias Gronberg,4,"$128,013"
16, -,Trevor Immelman,12,"$126,150"
17, -,Gary Evans,2,"$121,413"
18, -,Hennie Otto,3,"$108,093"
19, -,Hunter Mahan,9,"$106,300"
20, -,Pierre Fulke,3,"$78,420"
21, -,Nick Watney,8,"$73,255"
22, -,Toshi Izawa,6,"$73,000"
23, -,Lee Westwood,8,"$63,590"
24, -,Shingo Katayama,5,"$61,499"
25, -,Peter Fowler,1,"$52,324"
26, -,Colin Montgomerie,12,"$50,523"
T27, -,Mark B. Foster,2,"$41,330"
T27, -,S.K. Ho,1,"$41,330"
T27, -,Paul McGinley,3,"$41,330"
T27, -,Andy Oldcorn,1,"$41,330"
31, -,Todd Hamilton,3,"$36,600"
32, -,Michael Muehr,7,"$35,376"
T33, -,Barry Cheesman,2,"$32,910"
T33, -,Chris Downes,1,"$32,910"
35, -,Gary Nicklaus,6,"$32,300"
36, -,Yasuharu Imano,3,"$31,275"
37, -,Ian Poulter,4,"$30,859"
38, -,Matt Peterson,2,"$29,962"
T39, -,Adam Mednick,1,"$29,849"
T39, -,Gary Murphy,1,"$29,849"
T39, -,Marco Ruiz,1,"$29,849"
42, -,Kelly Mitchum,3,"$20,795"
T43, -,Markus Brier,1,"$18,859"
T43, -,Anthony Wall,1,"$18,859"
45, -,Troy Matteson,3,"$18,135"
46, -,Mario Tiziani,1,"$17,780"
T47, -,Raphael Jacquelin,2,"$16,214"
T47, -,David Lynn,1,"$16,214"
T47, -,Mark McNulty,1,"$16,214"
50, -,Alastair Forsyth,3,"$15,181"
51, -,Jeff Quinney,2,"$14,550"
52, -,Mike Small,1,"$14,430"
53, -,Katsuyoshi Tomori,1,"$13,988"
54, -,Ian Woosnam,2,"$13,432"
55, -,Ryan Dillon,1,"$13,334"
56, -,Michael Flynn,1,"$12,600"
57, -,Charles Warren,2,"$11,984"
58, -,Danny Briggs,1,"$11,712"
59, -,Mark Walker,1,"$11,536"
60, -,Todd Rose,1,"$11,100"
61, -,Peter O'Malley,3,"$11,050"
62, -,Alan Morin,4,"$10,150"
63, -,Tim Wilkinson,1,"$9,900"
64, -,"Joe Acosta, Jr.",3,"$9,765"
65, -,Chip Sullivan,2,"$9,675"
66, -,Graeme McDowell,3,"$9,620"
67, -,Michael Harris,1,"$9,450"
T68, -,Derek Gillespie,1,"$8,988"
T68, -,Jon Mills,1,"$8,988"
70, -,Mark Hensby,1,"$8,880"
71, -,Yusaku Miyazato,4,"$8,775"
72, -,David Morland IV,1,"$8,022"
73, -,D.J. Trahan,6,"$7,880"
T74, -,Scott Dunlap,1,"$7,600"
T74, -,Ryuji Imada,1,"$7,600"
76, -,Edward Fryatt,1,"$7,280"
77, -,Pete Jordan,1,"$6,720"
*2002,,,,
1, -,Padraig Harrington,9,"$806,797"
2, -,Darren Clarke,11,"$665,911"
3, -,Angel Cabrera,13,"$632,546"
4, -,Michael Campbell,11,"$614,250"
5, -,Thomas Levet,3,"$532,186"
6, -,Greg Norman,13,"$467,988"
7, -,Thomas Bjorn,9,"$360,629"
8, -,Bryce Molder,22,"$348,028"
9, -,Adam Scott,10,"$339,157"
10, -,Nick Faldo,5,"$321,208"
11, -,Gary Evans,2,"$221,228"
12, -,Colin Montgomerie,10,"$188,095"
13, -,Toru Taniguchi,8,"$170,510"
14, -,Pierre Fulke,4,"$148,639"
15, -,Soren Hansen,4,"$139,466"
16, -,David Howser,3,"$133,475"
17, -,Peter O'Malley,6,"$128,766"
18, -,Ricardo Gonzalez,4,"$121,709"
19, -,Paul McGinley,10,"$120,823"
20, -,Cliff Kresge,2,"$101,370"
21, -,Justin Rose,4,"$94,816"
22, -,Lee Westwood,9,"$94,710"
23, -,Hank Kuehne,6,"$80,840"
24, -,Niclas Fasth,9,"$73,628"
25, -,Toshi Izawa,7,"$69,204"
26, -,Shingo Katayama,8,"$66,277"
27, -,Todd Fischer,1,"$60,000"
28, -,Zach Johnson,2,"$57,000"
29, -,Paul Casey,9,"$55,921"
30, -,Phillip Price,7,"$54,133"
31, -,Paul Lawrie,8,"$50,335"
32, -,Bubba Dickerson,10,"$44,141"
33, -,Todd Barranger,1,"$43,200"
34, -,Dean Wilson,4,"$41,344"
35, -,Jeff Quinney,5,"$40,310"
T36, -,Bradley Dredge,1,"$37,925"
T36, -,Des Smyth,1,"$37,925"
38, -,Kevin Johnson,1,"$37,100"
39, -,Jason Caron,1,"$35,639"
40, -,James Driscoll,6,"$34,293"
41, -,Hiroyuki Fujita,1,"$33,714"
42, -,Graeme McDowell,3,"$31,910"
T43, -,Andrew Coltart,1,"$26,732"
T43, -,Stephen Leaney,2,"$26,732"
T43, -,Ian Woosnam,3,"$26,732"
46, -,Ken Duke,4,"$23,163"
47, -,Mario Tiziani,3,"$22,603"
48, -,Erik Compton,5,"$22,438"
T49, -,Trevor Immelman,2,"$21,728"
T49, -,Carl Pettersson,3,"$21,728"
51, -,John Maginnes,2,"$21,701"
52, -,Rafael Gomez,1,"$21,150"
T53, -,Robert Karlsson,2,"$20,072"
T53, -,Jean Van de Velde,1,"$20,072"
55, -,Paul Eales,1,"$18,962"
56, -,Tom Gillis,2,"$18,414"
57, -,Steve Scott,3,"$16,640"
58, -,Aaron Baddeley,3,"$16,380"
59, -,Lucas Glover,6,"$16,349"
60, -,Craig Bowden,2,"$16,294"
T61, -,Fredrik Andersson,1,"$16,223"
T61, -,Warren Bennett,1,"$16,223"
T61, -,Ian Garbutt,1,"$16,223"
T61, -,Mikko Ilonen,1,"$16,223"
T61, -,Barry Lane,1,"$16,223"
T61, -,Ian Poulter,1,"$16,223"
67, -,Derek Gillespie,2,"$16,000"
T68, -,Richard Green,1,"$14,696"
T68, -,Kenichi Kuboya,2,"$14,696"
70, -,Doug Barron,6,"$14,368"
71, -,Richie Coughlan,5,"$13,955"
72, -,Jarrod Moseley,1,"$13,906"
73, -,Hunter Haas,1,"$13,545"
74, -,Matthew Cort,1,"$13,195"
75, -,Chip Sullivan,1,"$12,966"
T76, -,Andy Miller,2,"$12,794"
T76, -,Jeev Milkha Singh,1,"$12,794"
T78, -,Anders Hansen,4,"$12,247"
T78, -,Roger Wessels,1,"$12,247"
80, -,David Park,1,"$12,010"
81, -,Brian Wilson,1,"$10,860"
82, -,Don Berry,1,"$10,750"
83, -,David Tentis,1,"$10,500"
84, -,JC Anderson,1,"$9,552"
85, -,Michael Connell,2,"$8,976"
86, -,Todd Doohan,1,"$8,920"
87, -,David Ishii,1,"$8,520"
88, -,Sean Murphy,2,"$8,284"
89, -,Robert L. Thompson,2,"$8,120"
90, -,Dave Christensen,1,"$8,080"
91, -,Iain Steel,1,"$7,560"
92, -,Gene Fieger,1,"$7,105"
93, -,David Hutsell,1,"$6,804"
94, -,Mark Wurtz,3,"$6,660"
95, -,Scott Watkins,1,"$6,300"
96, -,Stu Ingraham,1,"$6,270"
97, -,Han Lee,1,"$5,970"
98, -,Jimmy Green,2,"$4,599"
99, -,Barry Cheesman,1,"$4,263"
100, -,Mike Deuel,1,"$3,696"
*2001,,,,
1, -,Charles Howell III,24,"$1,520,632"
2, -,Matt Kuchar,11,"$572,669"
3, -,Niclas Fasth,3,"$544,418"
4, -,Toshi Izawa,5,"$469,180"
5, -,Angel Cabrera,8,"$337,105"
6, -,Darren Clarke,7,"$330,870"
7, -,Chad Campbell,3,"$259,200"
8, -,Shingo Katayama,6,"$254,685"
9, -,Padraig Harrington,9,"$240,426"
10, -,Ian Woosnam,5,"$225,878"
11, -,Michael Campbell,10,"$213,192"
12, -,Bryce Molder,7,"$211,105"
13, -,Toru Taniguchi,9,"$187,914"
14, -,Thomas Bjorn,7,"$125,780"
15, -,Colin Montgomerie,7,"$102,762"
16, -,Adam Scott,6,"$93,026"
17, -,Michael Allen,1,"$91,734"
18, -,Mikko Ilonen,4,"$91,194"
19, -,Peter Lonard,7,"$91,172"
20, -,Luke Donald,7,"$80,747"
21, -,Lee Westwood,6,"$76,821"
22, -,Jaxon Brigman,1,"$61,500"
T23, -,Alex Cejka,1,"$57,310"
T23, -,Raphael Jacquelin,1,"$57,310"
T23, -,Des Smyth,1,"$57,310"
26, -,Paul McGinley,4,"$57,079"
27, -,Eduardo Romero,6,"$54,374"
28, -,Tim Thelen,7,"$51,780"
29, -,Omar Uresti,3,"$47,450"
30, -,Heath Slocum,8,"$45,670"
31, -,Andrew Coltart,3,"$44,317"
32, -,Greg Owen,1,"$43,630"
33, -,Phillip Price,6,"$41,406"
34, -,Barry Lane,1,"$35,763"
T35, -,Justin Rose,1,"$30,756"
T35, -,Nicolas Vanhootegem,1,"$30,756"
37, -,Dean Wilson,2,"$30,055"
38, -,Kazuhiko Hosokawa,2,"$29,944"
39, -,Stephen Gangluff,2,"$22,476"
40, -,Jeffrey Lankford,2,"$21,775"
41, -,Pierre Fulke,8,"$21,630"
42, -,Tony Carolan,1,"$20,698"
43, -,Gene Fieger,2,"$19,573"
44, -,Aaron Baddeley,9,"$19,435"
T45, -,Richard Green,1,"$19,312"
T45, -,Paul Lawrie,6,"$19,312"
47, -,Richard Johnson,1,"$18,029"
48, -,Joey Gullion,3,"$16,200"
49, -,Hidemichi Tanaka,7,"$15,363"
50, -,Katsumune Imai,1,"$14,318"
T51, -,Andy Oldcorn,2,"$14,250"
T51, -,Rick Schuller,1,"$14,250"
53, -,Mark Wilson,2,"$13,727"
54, -,Mark W. Johnson,1,"$13,600"
55, -,Jimmy Walker,3,"$13,164"
56, -,Paul Curry,1,"$12,793"
57, -,Gordon Brand Jr.,1,"$12,016"
58, -,Neil Cheetham,1,"$11,873"
T59, -,Alexandre Balicki,1,"$11,766"
T59, -,Thomas Levet,1,"$11,766"
61, -,David Smail,3,"$11,659"
62, -,Scott Henderson,1,"$11,551"
63, -,Tim Petrovic,1,"$11,443"
64, -,Jeff Quinney,7,"$11,400"
65, -,Perry Arthur,1,"$10,317"
T66, -,Mathias Gronberg,4,"$8,863"
T66, -,Thongchai Jaidee,1,"$8,863"
T66, -,Anthony Kang,1,"$8,863"
T66, -,Gary Orr,4,"$8,863"
70, -,Paul Casey,3,"$8,580"
71, -,Steven Alker,1,"$8,550"
72, -,Jonathan Byrd,1,"$8,400"
73, -,Todd Barranger,1,"$7,700"
74, -,Michael Christensen,1,"$7,616"
75, -,Bobby Cochran,1,"$7,455"
76, -,Mark Wurtz,2,"$7,388"
77, -,Derek Gillespie,1,"$7,296"
78, -,Kevin Blanton,1,"$7,264"
T79, -,Michael Combs,1,"$7,208"
T79, -,James Driscoll,4,"$7,208"
T79, -,Todd Fanning,2,"$7,208"
82, -,Rob Bradley,1,"$7,000"
83, -,Robert L. Thompson,2,"$6,936"
84, -,Ryan Dillon,2,"$6,534"
85, -,Lucas Glover,2,"$6,180"
86, -,Craig Bowden,4,"$6,107"
87, -,Ben Curtis,1,"$6,020"
88, -,David Stephens,1,"$5,950"
89, -,Chris Zambri,2,"$5,600"
90, -,Yoshinori Mizumaki,1,"$5,520"
91, -,Tim Conley,1,"$3,680"
*2000,,,,
1, -,Thomas Bjorn,9,"$814,148"
2, -,Miguel A. Jimenez,11,"$488,848"
3, -,Colin Montgomerie,9,"$409,044"
4, -,Jose Maria Olazabal,12,"$320,971"
5, -,Lee Westwood,10,"$293,303"
6, -,Padraig Harrington,8,"$265,313"
7, -,Charles Howell III,13,"$263,533"
8, -,Darren Clarke,10,"$254,114"
9, -,Kazuhiko Hosokawa,14,"$227,588"
10, -,Retief Goosen,13,"$196,093"
11, -,Bernhard Langer,10,"$189,955"
12, -,Pierre Fulke,2,"$100,587"
13, -,Stephen Sear,2,"$90,000"
14, -,Michael Campbell,6,"$86,223"
15, -,Hank Kuehne,6,"$85,656"
16, -,Joey Gullion,7,"$84,651"
17, -,Angel Cabrera,6,"$78,256"
18, -,Ted Purdy,1,"$72,000"
19, -,Jarmo Sandelin,3,"$66,432"
20, -,Keiichiro Fukabori,3,"$64,350"
21, -,Mark McNulty,1,"$56,346"
22, -,Todd Barranger,5,"$43,767"
23, -,Kaname Yokoo,5,"$41,286"
24, -,Ian Woosnam,5,"$40,342"
25, -,Paul McGinley,4,"$38,717"
26, -,Brian Kontak,1,"$37,950"
27, -,Hidemichi Tanaka,3,"$37,750"
28, -,Masashi Jumbo Ozaki,3,"$37,673"
29, -,"David Berganio, Jr.",4,"$34,625"
30, -,Dean Robertson,1,"$30,366"
31, -,Lee Porter,2,"$28,247"
32, -,Eduardo Romero,3,"$23,534"
33, -,Andrew Coltart,4,"$22,807"
34, -,Edward Loar,5,"$22,667"
35, -,Charles Warren,1,"$22,056"
36, -,Jose Coceres,3,"$21,256"
37, -,Toshi Izawa,1,"$20,500"
38, -,Jeff Freeman,10,"$20,090"
39, -,Yoshinori Mizumaki,4,"$19,328"
40, -,Jeff Coston,2,"$17,967"
41, -,Rick Hartmann,1,"$15,891"
T42, -,Jarrod Moseley,1,"$15,707"
T42, -,Nick O'Hern,1,"$15,707"
T42, -,Gary Orr,4,"$15,707"
T42, -,Lucas Parsons,2,"$15,707"
T42, -,Tsuyoshi Yoneyama,2,"$15,707"
47, -,Michael Kirk,1,"$14,894"
48, -,Chris Tidland,3,"$14,438"
49, -,Jonathan Byrd,1,"$14,130"
50, -,Paul Gow,2,"$13,627"
51, -,Warren Schutte,1,"$13,578"
T52, -,Takao Nogami,1,"$12,856"
T52, -,Jeff Roth,1,"$12,856"
54, -,Ian Garbutt,1,"$12,754"
55, -,Greg Owen,1,"$11,843"
56, -,Christy O'Connor,1,"$11,273"
57, -,Derek Gillespie,1,"$11,220"
T58, -,Desvonde Botes,1,"$10,970"
T58, -,Per-Ulrik Johansson,1,"$10,970"
T58, -,Ian Poulter,1,"$10,970"
61, -,Gordon Brand Jr.,1,"$10,742"
T62, -,Lionel Alexandre,1,"$10,628"
T62, -,Peter Senior,2,"$10,628"
64, -,Tommy Aaron,1,"$10,488"
65, -,Adam Scott,6,"$10,200"
66, -,Frank Dobbs,2,"$8,900"
67, -,Mark Wilson,1,"$8,500"
68, -,Robert L. Thompson,2,"$8,320"
69, -,Steven Alker,2,"$8,160"
70, -,David Howser,1,"$8,127"
71, -,Bruce Smith,1,"$7,240"
72, -,Hunter Haas,6,"$6,685"
73, -,Steven Young,1,"$6,480"
74, -,Rob McMillan,2,"$6,270"
75, -,Bobby Gage,3,"$6,210"
76, -,"Pat Nanney, Jr.",1,"$6,090"
77, -,Jeff Williams,1,"$5,880"
78, -,Joey Maxon,1,"$5,852"
79, -,Jorge Benedetti,1,"$5,771"
80, -,Korky Kemp,1,"$5,760"
81, -,Tim Thelen,2,"$5,656"
82, -,Andy Miller,2,"$5,640"
83, -,Brent Winston,1,"$5,580"
84, -,David Ishii,1,"$5,568"
85, -,Stephen Gangluff,1,"$5,460"
86, -,Michael Allen,1,"$4,936"
87, -,Garrett Morrison,1,"$4,896"
88, -,Chris Wollmann,1,"$4,540"
89, -,R.W. Eaks,1,"$4,180"
