19,41,70.82,
18,42,70.47,
18,43,70.7,
16,44,71.46,
22,45,70.94,
17,46,71.72,
18,47,71.22,
16,48,70.78,
30,28,71.0,
32,29,71.51,
27,30,70.48,
29,31,71.79,
26,32,70.48,
29,33,71.25,
28,34,70.85,
28,35,70.37,
31,36,70.6,
31,37,70.39,
33,38,71.13,
27,39,71.21,
27,41,71.25,
19,42,70.61,
26,43,70.95,
31,28,71.06,
32,29,71.13,
31,30,71.81,
31,31,71.9,
30,32,71.96,
20,33,72.32,
30,35,71.39,
21,36,72.15,
30,37,71.27,
28,38,70.91,
28,39,71.35,
30,40,71.35,
32,41,71.38,
30,42,71.6,
23,43,71.02,
28,44,71.55,
29,45,71.07,
25,46,71.48,
24,47,70.86,
25,48,70.99,
19,49,71.02,
26,27,71.95,
28,28,70.98,
25,29,72.55,
27,30,71.26,
26,31,70.4,
27,32,70.24,
22,33,70.9,
26,34,70.66,
25,35,70.83,
26,36,70.72,
28,37,70.22,
26,38,70.0,
25,39,70.46,
25,40,70.44,
24,41,70.24,
18,42,71.27,
18,43,71.55,
25,44,71.96,
20,45,71.07,
35,22,72.93,
32,23,72.61,
32,24,72.14,
32,25,72.12,
30,26,70.63,
30,27,72.09,
33,28,71.35,
30,29,70.89,
29,30,70.45,
31,31,71.12,
33,32,70.97,
29,33,70.8,
29,34,70.74,
30,35,71.88,
30,36,71.82,
33,37,71.84,
29,38,71.26,
27,39,71.09,
32,40,71.56,
31,41,71.74,
31,42,72.51,
28,43,72.17,
36,44,72.02,
18,45,71.62,
17,46,71.11,
22,23,73.22,
26,24,73.23,
29,27,70.1,
27,28,70.61,
23,29,69.89,
18,30,70.68,
22,31,69.96,
21,32,70.26,
23,33,70.82,
23,34,70.83,
21,35,70.62,
23,36,69.75,
22,37,71.0,
25,38,70.46,
19,39,69.97,
20,40,71.07,
20,41,71.6,
19,42,71.08,
17,43,71.98,
16,44,71.85,
25,25,71.55,
33,26,70.45,
27,27,71.33,
30,28,70.79,
28,29,71.36,
29,30,71.27,
24,31,71.12,
21,32,72.28,
25,33,72.62,
29,34,71.48,
27,35,70.3,
25,36,70.78,
26,37,70.59,
28,38,70.31,
29,39,71.23,
30,40,71.01,
29,41,70.08,
28,42,70.38,
26,43,70.31,
26,44,71.27,
26,45,70.77,
25,46,71.47,
32,47,71.25,
20,48,69.94,
31,26,71.41,
29,27,72.21,
25,28,72.51,
27,29,70.37,
32,30,70.45,
30,31,70.71,
25,32,70.37,
27,33,71.31,
25,34,70.95,
29,35,71.81,
25,36,70.16,
23,37,71.2,
23,38,70.4,
20,39,70.88,
26,40,70.0,
23,41,70.08,
20,42,71.14,
31,43,71.13,
27,44,71.33,
18,45,70.48,
31,22,71.52,
29,23,71.38,
30,24,71.59,
31,25,72.07,
30,26,71.59,
28,27,71.8,
25,28,71.42,
27,29,70.97,
24,30,70.86,
25,31,70.15,
26,32,70.9,
22,33,71.12,
23,34,71.14,
29,35,70.54,
29,36,71.07,
22,37,70.84,
29,27,71.2,
28,28,71.09,
32,29,72.09,
30,30,71.87,
25,31,70.94,
28,32,71.23,
31,33,72.02,
19,35,71.23,
31,37,70.82,
23,38,70.77,
27,39,71.01,
23,40,71.21,
21,41,71.42,
34,25,71.68,
33,26,70.92,
34,27,71.14,
30,28,71.74,
31,29,70.95,
31,30,71.67,
32,31,71.83,
28,32,71.29,
18,34,71.15,
21,36,70.94,
26,42,71.44,
25,21,72.23,
27,22,71.51,
25,23,71.33,
25,24,71.9,
23,25,71.62,
27,26,71.72,
25,27,71.25,
28,28,71.57,
24,29,72.13,
19,30,71.98,
26,31,71.04,
22,32,71.81,
21,33,70.58,
31,34,70.16,
31,35,70.92,
28,36,71.04,
30,37,71.51,
30,38,71.73,
26,39,71.7,
23,28,71.97,
29,33,71.54,
29,36,71.66,
23,39,71.78,
30,32,71.92,
31,34,72.09,
27,36,70.95,
33,37,71.83,
25,38,71.48,
26,39,72.08,
31,40,70.98,
30,41,70.33,
33,42,70.7,
34,43,70.74,
30,44,70.78,
29,45,70.43,
30,46,71.35,
27,47,71.81,
34,23,71.53,
31,24,71.69,
28,25,71.07,
29,26,70.86,
28,27,71.71,
29,28,71.54,
26,29,71.21,
29,30,71.52,
28,31,71.31,
28,32,70.79,
30,33,71.25,
29,34,71.88,
31,35,71.12,
27,36,70.76,
31,37,70.61,
29,38,70.77,
31,39,71.25,
26,40,71.12,
24,41,71.09,
27,42,71.75,
24,43,72.15,
27,24,72.43,
31,25,72.54,
27,26,71.91,
32,27,72.7,
26,28,72.85,
29,29,71.46,
35,30,72.09,
27,31,71.91,
16,32,71.27,
23,33,70.58,
23,34,72.71,
25,37,71.38,
29,32,71.51,
29,33,71.64,
31,34,71.13,
32,35,71.23,
34,36,71.08,
30,37,71.17,
32,38,70.84,
31,39,70.66,
33,40,71.09,
32,41,70.53,
34,42,70.49,
32,43,70.65,
33,44,70.15,
29,45,69.64,
33,46,70.3,
29,47,70.58,
30,48,70.89,
29,49,70.9,
22,50,71.51,
32,24,72.19,
29,25,71.65,
28,26,71.08,
28,27,72.14,
29,28,70.58,
25,29,70.33,
25,30,71.96,
26,31,71.5,
26,32,70.47,
21,33,71.31,
26,34,71.31,
26,35,71.06,
26,36,71.32,
23,37,70.89,
27,38,71.53,
27,39,70.43,
25,40,70.51,
26,41,70.49,
28,42,71.23,
28,43,71.03,
23,44,71.55,
33,25,72.31,
33,26,71.38,
35,27,71.16,
33,28,71.52,
30,29,70.65,
28,30,71.33,
27,31,71.89,
28,32,71.4,
32,33,70.96,
22,34,71.49,
22,35,71.35,
24,36,71.1,
28,37,71.08,
31,38,71.55,
27,39,71.1,
24,40,71.58,
30,41,71.48,
25,42,70.94,
32,43,70.97,
29,44,70.91,
31,45,71.11,
29,46,70.95,
29,47,71.6,
25,48,71.8,
28,35,72.29,
26,36,71.57,
29,37,71.2,
32,38,70.67,
34,39,71.53,
23,40,70.54,
33,41,71.38,
21,42,71.92,
34,25,72.45,
33,26,71.64,
34,27,70.99,
32,28,72.03,
32,29,72.68,
33,30,71.91,
29,31,71.75,
26,32,72.29,
26,33,71.13,
27,34,70.62,
30,35,71.43,
27,36,71.47,
27,37,70.56,
27,38,70.93,
23,39,70.79,
31,40,71.11,
25,41,70.7,
27,42,71.37,
20,43,72.08,
25,27,71.65,
34,28,71.33,
32,29,70.97,
32,30,70.63,
23,31,71.51,
31,32,71.7,
30,33,70.27,
30,34,70.25,
27,35,71.6,
30,36,71.57,
29,37,70.43,
30,38,70.25,
29,39,71.09,
30,40,70.56,
31,41,70.81,
32,42,70.59,
30,43,69.67,
32,44,70.44,
31,45,70.26,
28,46,70.63,
28,47,70.97,
29,48,70.93,
21,49,72.53,
21,23,72.28,
33,24,71.69,
30,25,70.76,
27,26,70.21,
27,27,70.35,
25,28,70.33,
26,29,70.61,
21,30,70.59,
23,31,70.06,
24,32,70.36,
23,33,71.34,
22,34,70.95,
20,35,71.45,
22,36,70.94,
24,37,71.49,
20,38,70.06,
20,39,69.96,
20,40,71.63,
26,41,71.75,
23,42,71.17,
22,43,71.86,
30,44,71.03,
30,22,72.19,
30,23,71.42,
28,24,71.79,
28,25,71.14,
