*2010,1/3/2011,,,,
T101, -,Craig Kanada,71.28,3279,46
103, -,Alejandro Canizares,71.3,2353,33
T104, -,Richard S. Johnson,71.31,2995,42
T104, -,Kevin Stadler,71.31,4421,62
106, -,Geoff Ogilvy,71.32,2710,38
107, -,Jay Williamson,71.33,4565,64
T108, -,Bart Bryant,71.35,3425,48
T108, -,Jimmy Walker,71.35,3496,49
T108, -,Yong-Eun Yang,71.35,4281,60
T111, -,Sean O'Hair,71.36,3568,50
T111, -,John Rollins,71.36,4139,58
T113, -,Charles Howell III,71.38,4283,60
T113, -,Rocco Mediate,71.38,3926,55
T113, -,Johnson Wagner,71.38,3926,55
T116, -,Doug LaBelle II,71.39,3141,44
T116, -,Shigeki Maruyama,71.39,2356,33
T116, -,Ryan Moore,71.39,3641,51
119, -,Steve Stricker,71.4,2999,42
T120, -,Joe Durant,71.41,4142,58
T120, -,Jim McGovern,71.41,3856,54
T120, -,Ian Poulter,71.41,1928,27
123, -,Michael Letzig,71.42,4285,60
T124, -,J.B. Holmes,71.43,3643,51
T124, -,,71.43,4357,61
T126, -,Jason Day,71.44,4072,57
T126, -,Tim Petrovic,71.44,4715,66
T128, -,Kenneth Ferrie,71.45,3644,51
T128, -,Nick Flanagan,71.45,4287,60
T128, -,Robert Gamez,71.45,3930,55
T131, -,Adam Scott,71.46,2001,28
T131, -,Tim Wilkinson,71.46,4359,61
T133, -,Rich Beem,71.47,4145,58
T133, -,Hunter Mahan,71.47,3645,51
T133, -,Troy Matteson,71.47,4431,62
T133, -,Nicholas Thompson,71.47,5289,74
T137, -,Paul Claxton,71.49,3503,49
T137, -,Fredrik Jacobson,71.49,3503,49
T137, -,Will MacKenzie,71.49,3074,43
140, -,Harrison Frazar,71.51,3361,47
141, -,Padraig Harrington,71.52,2074,29
142, -,Jonathan Byrd,71.53,3791,53
T143, -,K.J. Choi,71.55,2862,40
T143, -,Scott McCarron,71.55,3363,47
145, -,Marco Dawson,71.59,2935,41
146, -,Davis Love III,71.6,3365,47
147, -,Nathan Green,71.61,4368,61
148, -,Brandt Jobe,71.63,2722,38
149, -,Ted Purdy,71.65,3511,49
150, -,Paul Goydos,71.67,3727,52
T151, -,Daniel Chopra,71.69,3943,55
T151, -,Chad Collins,71.69,3513,49
153, -,Rod Pampling,71.71,4016,56
154, -,Olin Browne,71.72,4088,57
155, -,Jeff Gove,71.75,2583,36
156, -,Cliff Kresge,71.76,4162,58
157, -,Mathias Gronberg,71.77,4378,61
158, -,Greg Kraft,71.81,3088,43
159, -,Ryuji Imada,71.82,3663,51
160, -,Tom Scherrer,71.83,3017,42
T161, -,Todd Hamilton,71.86,4168,58
T161, -,Jeff Quinney,71.86,4096,57
163, -,Jerry Kelly,71.88,4313,60
164, -,Chris Stroud,71.9,4170,58
T165, -,Ernie Els,71.93,2158,30
T165, -,Trevor Immelman,71.93,3021,42
T167, -,Justin Bolli,71.97,4246,59
T167, -,Tom Lehman,71.97,2519,35
T167, -,Jon Mills,71.97,4750,66
T170, -,Chris DiMarco,71.98,4391,61
T170, -,Steve Lowery,71.98,3671,51
172, -,Ryan Armour,72,4608,64
T173, -,Alex Cejka,72.02,3817,53
T173, -,James Driscoll,72.02,4105,57
T173, -,Bob Sowards,72.02,3241,45
T173, -,Ron Whittaker,72.02,3241,45
177, -,Brett Rumford,72.04,3962,55
T178, -,Mark Calcavecchia,72.09,3244,45
T178, -,Mark Hensby,72.09,3821,53
180, -,Andres Romero,72.1,2812,39
181, -,Steve Allan,72.12,3101,43
182, -,Paul Casey,72.13,2164,30
T183, -,Retief Goosen,72.15,2453,34
T183, -,Jin Park,72.15,4473,62
T185, -,Richard Johnson,72.2,4404,61
T185, -,Kyle Thompson,72.2,3971,55
187, -,Stephen Leaney,72.22,2600,36
188, -,Angel Cabrera,72.25,2312,32
189, -,Jason Allred,72.33,3544,49
190, -,Charles Warren,72.36,4269,59
191, -,,72.38,3619,50
192, -,J.P. Hayes,72.45,3840,53
193, -,Billy Andrade,72.47,3696,51
194, -,Cody Freeman,72.53,3989,55
195, -,David Lutterus,72.62,3268,45
196, -,Travis Perkins,73,3431,47
197, -,David Duval,73.93,3031,41
*2007,12/31/2007,,,,
1, -,Tiger Woods,69.43,2083,30
2, -,Fredrik Jacobson,69.88,2795,40
3, -,Jeff Overton,69.97,2729,39
4, -,Justin Rose,70,2240,32
5, -,Jim Furyk,70.2,3159,45
6, -,Heath Slocum,70.21,4072,58
7, -,Jay Williamson,70.25,1967,28
8, -,Scott Verplank,70.26,3232,46
9, -,Vijay Singh,70.3,3726,53
10, -,Tim Clark,70.33,2532,36
11, -,Cliff Kresge,70.35,4362,62
12, -,Briny Baird,70.36,4503,64
13, -,Phil Mickelson,70.37,3026,43
T14, -,Alex Cejka,70.39,3449,49
T14, -,Charlie Wi,70.39,3801,54
16, -,Brian Gay,70.42,4648,66
T17, -,Cameron Beckman,70.44,4156,59
T17, -,K.J. Choi,70.44,3381,48
19, -,Charles Warren,70.48,4299,61
20, -,Michael Allen,70.49,3172,45
21, -,Nathan Green,70.5,4230,60
T22, -,Craig Kanada,70.51,5006,71
T22, -,Kevin Na,70.51,3737,53
24, -,Sean O'Hair,70.54,3950,56
25, -,Kenny Perry,70.55,3457,49
26, -,Daniel Chopra,70.59,4800,68
27, -,Chris Riley,70.6,2471,35
T28, -,Tommy Armour III,70.63,3602,51
T28, -,Bill Haas,70.63,4379,62
30, -,Tag Ridings,70.64,2543,36
31, -,Steve Stricker,70.66,3109,44
32, -,Ryuji Imada,70.67,4523,64
33, -,Bart Bryant,70.7,3535,50
34, -,Jesper Parnevik,70.71,3960,56
35, -,Stewart Cink,70.75,3396,48
36, -,Aaron Baddeley,70.76,3184,45
T37, -,Brian Davis,70.78,4176,59
T37, -,Sergio Garcia,70.78,2548,36
T39, -,Jeff Gove,70.79,4460,63
T39, -,Tom Lehman,70.79,2761,39
T39, -,Michael Sim,70.79,2407,34
T42, -,Ernie Els,70.8,2124,30
T42, -,Steve Lowery,70.8,3257,46
T44, -,Stephen Ames,70.81,3045,43
T44, -,Kevin Sutherland,70.81,3753,53
46, -,Jason Gore,70.82,3895,55
47, -,Arron Oberholser,70.83,2550,36
48, -,Steve Allan,70.84,2621,37
49, -,Michael Putnam,70.85,4180,59
50, -,Camilo Villegas,70.86,3472,49
51, -,Will MacKenzie,70.87,4323,61
T52, -,Ryan Armour,70.88,4749,67
T52, -,Woody Austin,70.88,3969,56
T52, -,Mark Hensby,70.88,3615,51
T52, -,Steve Marino,70.88,4607,65
T56, -,Padraig Harrington,70.89,2481,35
T56, -,Carl Pettersson,70.89,4395,62
