*2010,1/2/2011,,,,,
T86, -,Mike Sposa,78,71.58,5583,78
89, -,Bill Lunde,74,71.61,5299,74
T90, -,Jody Bellflower,65,71.62,4655,65
T90, -,Richie Coughlan,81,71.62,5801,81
92, -,Chris Sessler,65,71.63,4656,65
93, -,Anthony Painter,67,71.64,4800,67
94, -,Sonny Skinner,72,71.65,5159,72
95, -,Chris Zambri,49,71.67,3512,49
T96, -,Brad Elder,62,71.68,4444,62
T96, -,Tim Simpson,41,71.68,2939,41
T98, -,Barry Cheesman,70,71.71,5020,70
T98, -,Scott Sterling,78,71.71,5593,78
100, -,Brent Schwarzrock,59,71.73,4232,59
101, -,Mike Springer,36,71.75,2583,36
T102, -,Greg Bruckner,68,71.78,4881,68
T102, -,Rick Price,82,71.78,5886,82
T102, -,Kenneth Staton,60,71.78,4307,60
105, -,Lee Porter,50,71.8,3590,50
106, -,Brad Fabel,53,71.83,3807,53
T107, -,Brad Adamonis,77,71.88,5535,77
T107, -,Ryan Hietala,78,71.88,5607,78
109, -,Rob Bradley,45,71.91,3236,45
110, -,Steve Runge,70,71.93,5035,70
111, -,Gabriel Hjertstedt,54,71.96,3886,54
112, -,Kevin Johnson,67,72.01,4825,67
113, -,Steve Haskins,67,72.03,4826,67
114, -,Richard Massey,68,72.06,4900,68
115, -,Jason Enloe,75,72.09,5407,75
116, -,Jeff Street,70,72.1,5047,70
T117, -,Andy Doeden,54,72.11,3894,54
T117, -,Jake Reeves,46,72.11,3317,46
119, -,Rob McKelvey,50,72.12,3606,50
120, -,Gary Hallberg,38,72.16,2742,38
121, -,Warren Schutte,66,72.18,4764,66
T122, -,Tony Carolan,65,72.23,4695,65
T122, -,P.H. Horgan III,40,72.23,2889,40
124, -,Carl Paulson,36,72.25,2601,36
125, -,Jeff Gallagher,37,72.27,2674,37
126, -,Zoran Zorkic,79,72.29,5711,79
127, -,Han Lee,72,72.33,5208,72
T128, -,Matt Bettencourt,65,72.37,4704,65
T128, -,Brian McCann,73,72.37,5283,73
130, -,Bobby Gage,61,72.38,4415,61
131, -,Mark Wurtz,47,72.43,3404,47
T132, -,Bobby Kalinowski,68,72.44,4926,68
T132, -,Mike Sullivan,36,72.44,2608,36
134, -,Keith Huber,40,72.55,2902,40
135, -,Jeremy Wilkinson,62,72.6,4501,62
T136, -,Doug Garwood,36,72.61,2614,36
T136, -,Dave Rummells,38,72.61,2759,38
138, -,Victor Schwamkrug,44,72.64,3196,44
139, -,Dave Stockton jr,60,72.67,4360,60
140, -,Dan Buchner,40,72.7,2908,40
141, -,John Paul Curley,36,72.92,2625,36
142, -,Michael Harris,36,72.94,2626,36
T143, -,Scott Harrington,44,73.11,3217,44
T143, -,Ty Tryon,56,73.11,4094,56
145, -,James Oh,38,74.24,2821,38
146, -,Mike Donald,36,74.78,2692,36
147, -,Ted Potter jr,48,75.69,3633,48
*2003,Nationwide Tour Championship,,,,,
1, -,Zach Johnson,78,68.97,5380,78
2, -,Scott Gutschewski,42,69,2898,42
3, -,Jason Bohn,64,69.48,4447,64
4, -,Blaine McCallister,62,69.53,4311,62
5, -,Mark Hensby,80,69.58,5566,80
6, -,Nick Cassini,36,69.61,2506,36
7, -,Bo Van Pelt,86,69.73,5997,86
T8, -,Daniel Chopra,82,69.76,5720,82
T8, -,Jason Dufner,92,69.76,6418,92
T8, -,Joe Ogilvie,88,69.76,6139,88
T8, -,Jimmy Walker,62,69.76,4325,62
12, -,Roger Tambellini,62,69.84,4330,62
13, -,Tjaart van der Walt,82,69.88,5730,82
14, -,Craig Bowden,71,70.03,4972,71
15, -,Vaughn Taylor,50,70.12,3506,50
16, -,Tripp Isenhour,74,70.14,5190,74
17, -,Tom Carter,67,70.16,4701,67
18, -,Ryuji Imada,79,70.18,5544,79
T19, -,Danny Briggs,53,70.21,3721,53
T19, -,Andre Stolz,56,70.21,3932,56
21, -,Chris Couch,68,70.24,4776,68
T22, -,Todd Demsey,77,70.27,5411,77
T22, -,Eduardo Herrera,63,70.27,4427,63
24, -,Brad Ott,57,70.28,4006,57
25, -,Jaxon Brigman,48,70.29,3374,48
26, -,Ryan Palmer,84,70.31,5906,84
27, -,Omar Uresti,94,70.38,6616,94
28, -,Bob Heintz,84,70.4,5914,84
T29, -,Russ Cochran,52,70.42,3662,52
T29, -,Boo Weekley,73,70.42,5141,73
31, -,Ted Purdy,81,70.43,5705,81
32, -,Jeff Freeman,95,70.45,6693,95
33, -,Paul Claxton,94,70.46,6623,94
T34, -,Ken Duke,90,70.49,6344,90
T34, -,Chris Tidland,78,70.49,5498,78
36, -,David Branshaw,86,70.53,6066,86
37, -,David Morland IV,74,70.57,5222,74
38, -,Franklin Langham,66,70.58,4658,66
39, -,Roland Thatcher,84,70.6,5930,84
T40, -,Hunter Haas,82,70.63,5792,82
T40, -,Brett Wetterich,76,70.63,5368,76
42, -,Charles Warren,84,70.65,5935,84
43, -,Tommy Tolles,98,70.66,6925,98
44, -,Guy Boros,65,70.68,4594,65
T45, -,D.A. Points,84,70.69,5938,84
T45, -,Bubba Watson,68,70.69,4807,68
T47, -,Stephen Gangluff,78,70.71,5515,78
T47, -,Kyle Thompson,76,70.71,5374,76
49, -,Scott Gump,87,70.72,6153,87
50, -,Sean Murphy,42,70.74,2971,42
51, -,Mike Brisky,66,70.76,4670,66
T52, -,D.J. Brigman,62,70.77,4388,62
T52, -,Scott Dunlap,70,70.77,4954,70
T52, -,Jeff Klauk,78,70.77,5520,78
T55, -,Rich Barcelo,85,70.8,6018,85
T55, -,Fran Quinn,80,70.8,5664,80
57, -,Lucas Glover,85,70.82,6020,85
58, -,Michael Allen,76,70.83,5383,76
59, -,Kelly Gibson,40,70.85,2834,40
60, -,Wes Short jr,89,70.87,6307,89
T61, -,Shane Bertsch,84,70.88,5954,84
T61, -,Doug LaBelle II,78,70.88,5529,78
T61, -,Mark Wurtz,66,70.88,4678,66
T64, -,Ben Bates,63,70.9,4467,63
T64, -,Steve Haskins,79,70.9,5601,79
T64, -,Rick Price,72,70.9,5105,72
67, -,Matt Peterson,50,70.94,3547,50
68, -,Jimmy Green,60,70.97,4258,60
T69, -,Jess Daley,86,70.98,6104,86
T69, -,Andrew McLardy,82,70.98,5820,82
T71, -,Keoke Cotner,82,70.99,5821,82
T71, -,John Elliott,80,70.99,5679,80
T71, -,Scott Petersen,72,70.99,5111,72
T71, -,Sonny Skinner,74,70.99,5253,74
75, -,Kevin Durkin,50,71,3550,50
T76, -,Steve Ford,50,71.02,3551,50
T76, -,Craig Lile,50,71.02,3551,50
78, -,Kevin Johnson,83,71.04,5896,83
T79, -,Bobby Gage,65,71.05,4618,65
T79, -,Jeff Gove,79,71.05,5613,79
T81, -,Jason Schultz,64,71.06,4548,64
T81, -,Brian Wilson,80,71.06,5685,80
T83, -,Ryan Howison,68,71.13,4837,68
T83, -,Scott Sterling,87,71.13,6188,87
T83, -,Johnson Wagner,62,71.13,4410,62
86, -,Jim Rutledge,36,71.14,2561,36
T87, -,Ty Armstrong,54,71.17,3843,54
T87, -,Jim Benepe,48,71.17,3416,48
T87, -,John Restino,36,71.17,2562,36
T90, -,Brian Kamm,35,71.2,2492,35
T90, -,John Morse,40,71.2,2848,40
92, -,Michael Long,86,71.22,6125,86
93, -,John Paul Curley,76,71.3,5419,76
94, -,Trevor Dodds,65,71.31,4635,65
T95, -,Sung Man Lee,52,71.33,3709,52
T95, -,Jim McGovern,46,71.33,3281,46
T95, -,Mark Walker,60,71.33,4280,60
98, -,Michael Muehr,35,71.34,2497,35
99, -,David Ogrin,60,71.37,4282,60
100, -,Barry Cheesman,69,71.42,4928,69
T101, -,Eric Meeks,83,71.43,5929,83
T101, -,Zoran Zorkic,79,71.43,5643,79
103, -,Rob McMillan,50,71.44,3572,50
104, -,Emlyn Aubrey,74,71.46,5288,74
105, -,Paul Dickinson,47,71.53,3362,47
T106, -,Andy Morse,59,71.56,4222,59
T106, -,Matt Weibring,52,71.56,3721,52
108, -,Rob McKelvey,68,71.57,4867,68
109, -,Lee Porter,70,71.6,5012,70
110, -,Chris Zambri,59,71.63,4226,59
111, -,Josh Broadaway,53,71.64,3797,53
112, -,Shane Tait,62,71.65,4442,62
113, -,Casey Martin,66,71.68,4731,66
114, -,Stiles Mitchell,35,71.69,2509,35
T115, -,Robin Freeman,40,71.7,2868,40
T115, -,Kevin Pendley,64,71.7,4589,64
117, -,Mike Sullivan,51,71.71,3657,51
118, -,Jeff Hart,51,71.75,3659,51
T119, -,Bradley Hughes,46,71.76,3301,46
T119, -,Bryce Molder,46,71.76,3301,46
121, -,Victor Schwamkrug,52,71.79,3733,52
122, -,Rob Bradley,66,71.89,4745,66
123, -,George McNeill,63,71.95,4533,63
124, -,Doug Garwood,70,71.97,5038,70
125, -,Pete Jordan,45,71.98,3239,45
126, -,Han Lee,57,72,4104,57
127, -,John Adams,44,72.02,3169,44
128, -,Steve Runge,68,72.09,4902,68
129, -,Anthony Rodriguez,50,72.14,3607,50
130, -,Kevin Muncrief,36,72.19,2599,36
131, -,Jason Hill,60,72.25,4335,60
132, -,Terry Hatch,42,72.4,3041,42
T133, -,Ron Ewing,51,72.41,3693,51
T133, -,Todd Rose,69,72.41,4996,69
135, -,Larry Rinker,37,72.54,2684,37
136, -,Chad Lydiatt,63,72.59,4573,63
T137, -,Bob Friend,58,72.6,4211,58
T137, -,Scott Parel,40,72.6,2904,40
139, -,Ken Tanigawa,52,72.67,3779,52
140, -,Jerry Smith,40,72.83,2913,40
