*2010,1/3/2011,,,,,
158,T166,Kirk Triplett,71.52,4122,26.372,58
T159,147,Todd Hamilton,71.53,5517,-9.139,77
T159,T158,Chez Reavie,71.53,5197,24.575,73
T161,157,Mark Calcavecchia,71.54,4705,16.43,66
T161,T158,Nicholas Thompson,71.54,6280,15.274,88
163,162,Steve Lowery,71.56,5486,24.226,77
164,161,Ryan Palmer,71.58,4991,19.378,70
165,T163,Mark Brooks,71.61,3911,27.349,55
T166,169,Kent Jones,71.68,4648,11.012,65
T166,168,Colt Knost,71.68,4633,25.989,65
T166,178,Andres Romero,71.68,3802,-2.793,53
169,T166,Peter Lonard,71.7,5582,10.951,78
170,170,Adam Scott,71.72,3747,-17.554,52
171,T171,Jason Gore,71.76,4855,24.753,68
172,173,Carl Pettersson,71.77,5606,-8.163,78
173,174,Gary Woodland,71.84,3812,-4.508,53
174,T171,Will MacKenzie,71.86,4520,7.13,63
175,177,Darron Stiles,71.88,3295,11.307,46
176,T179,Billy Mayfair,71.94,5542,-2.548,77
177,T179,David Duval,72.16,3751,1.273,52
178,181,Marc Turnesa,72.17,5136,-11.659,71
179,184,Derek Fathauer,72.35,4247,21.715,59
T180,183,Brian Bateman,72.37,3666,24.707,51
T180,185,Peter Tomasulo,72.37,3971,9.341,55
182,188,Parker McLachlin,72.45,4703,6.051,65
183,186,Rick Price,72.48,3606,18.013,50
184,182,Leif Olson,72.55,3398,11.841,47
185,187,Brendon Todd,72.56,3558,-2.75,49
186,189,Greg Kraft,72.66,3567,-6.817,49
187,T190,Brad Faxon,73.02,3863,7.161,53
188,T190,Eric Axley,73.08,4886,10.43,67
189,192,Matthew Borchert,73.82,3367,28.526,46
*2008,1/4/2009,,,,,
1, -,Sergio Garcia,69.12,4942,-103.782,70
2, -,Phil Mickelson,69.17,5482,-86.972,78
T3, -,Padraig Harrington,69.28,3535,-71.159,50
T3, -,Anthony Kim,69.28,5688,-76.439,81
5, -,Camilo Villegas,69.49,5507,-86.775,78
6, -,Vijay Singh,69.58,5481,-53.78,78
7, -,Jim Furyk,69.69,6633,-81.802,94
T8, -,Robert Allenby,69.73,7558,-97.073,107
T8, -,Stuart Appleby,69.73,5952,-95.017,84
10, -,Justin Leonard,69.77,6689,-60.653,95
11, -,Kenny Perry,69.83,6810,-36.914,97
12, -,Ernie Els,69.9,3572,-77.09,50
T13, -,Ben Curtis,69.98,5677,-78.494,80
T13, -,Steve Stricker,69.98,5100,-61.744,72
15, -,Stephen Ames,69.99,5795,-55.964,82
T16, -,Stewart Cink,70.02,5723,-51.478,81
T16, -,Brian Gay,70.02,7151,-9.45,102
18, -,Chad Campbell,70.04,6615,-31.284,94
19, -,Adam Scott,70.06,3501,-68.045,49
T20, -,Stephen Marino,70.07,8364,-25.537,119
T20, -,Kevin Sutherland,70.07,6882,-15.475,98
22, -,Pat Perez,70.08,6504,-56.667,92
23, -,Mike Weir,70.14,6149,-46.462,87
24, -,Ben Crane,70.15,6053,-19.694,86
25, -,Hunter Mahan,70.17,6016,-51.491,85
26, -,Briny Baird,70.19,7960,-28.863,113
27, -,Aaron Baddeley,70.2,5173,-48.698,73
28, -,Bart Bryant,70.21,5769,-82.368,81
29, -,Charlie Wi,70.23,6830,-17.764,97
30, -,Carl Pettersson,70.24,7792,-65.057,110
31, -,Geoff Ogilvy,70.25,4568,-71.796,64
T32, -,K.J. Choi,70.26,4971,-52.852,70
T32, -,Bob Tway,70.26,4896,22.329,70
T34, -,Retief Goosen,70.27,4159,-83.249,58
T34, -,Ian Poulter,70.27,3520,-76.817,49
36, -,Nick O'Hern,70.28,5671,-48.368,80
T37, -,Fredrik Jacobson,70.3,5558,-74.618,78
T37, -,Davis Love III,70.3,5554,-70.845,78
T37, -,Tom Pernice jr,70.3,7336,-24.957,104
T40, -,Paul Casey,70.31,3731,-74.99,52
T40, -,Tim Clark,70.31,6307,-49.31,89
T42, -,Sean O'Hair,70.32,5771,-74.863,81
T42, -,David Toms,70.32,4837,-55.477,68
T44, -,Corey Pavin,70.33,4876,-23.543,69
T44, -,D.J. Trahan,70.33,6664,-53.032,94
46, -,Mark Wilson,70.37,7537,-7.841,107
47, -,Ken Duke,70.38,8191,-26.935,116
48, -,Mathew Goggin,70.39,6436,-30.409,91
49, -,Scott Verplank,70.4,5738,-35.96,81
50, -,Boo Weekley,70.41,5903,-58.608,83
51, -,John Senden,70.42,6523,-44.001,92
52, -,Steve Elkington,70.45,5936,-18.461,84
53, -,John Mallinger,70.48,6747,-51.522,95
54, -,Matt Kuchar,70.5,6251,-47.038,88
T55, -,Billy Mayfair,70.51,7288,-25.289,103
T55, -,Brandt Snedeker,70.51,5987,-64.468,84
57, -,Trevor Immelman,70.52,4886,-90.678,68
58, -,Lucas Glover,70.54,6456,-36.475,91
59, -,John Merrick,70.55,6955,-41.533,98
60, -,Ryuji Imada,70.56,5690,-45.414,80
61, -,Tim Herron,70.58,6854,-7.877,97
62, -,Dudley Hart,70.59,5242,-18.579,74
T63, -,J.B. Holmes,70.6,6068,-67.328,85
T63, -,Zach Johnson,70.6,5969,-38.844,84
65, -,Kevin Streelman,70.61,8052,-1.909,114
T66, -,Glen Day,70.62,4519,0.877,64
T66, -,Ryan Palmer,70.62,4863,9.507,69
68, -,Rory Sabbatini,70.63,5400,-32.401,76
T69, -,Bill Haas,70.64,6995,-1.842,99
T69, -,Heath Slocum,70.64,7402,-55.629,104
71, -,Vaughn Taylor,70.67,7297,-18.172,103
72, -,Dean Wilson,70.71,7737,-29.381,109
73, -,Brian Davis,70.72,7639,-1.468,108
T74, -,Gavin Coles,70.74,3815,5.155,54
T74, -,Bob Estes,70.74,6362,4.757,90
T76, -,Shane Bertsch,70.75,6774,17.92,96
T76, -,Parker McLachlin,70.75,6254,-27.843,88
78, -,Fred Couples,70.76,4273,-27.503,60
T79, -,Peter Lonard,70.78,6526,-14.586,92
T79, -,George McNeill,70.78,6881,-14.887,97
T79, -,Rocco Mediate,70.78,6230,-72.275,87
T82, -,Tom Lehman,70.79,3671,-60.662,51
T82, -,Michael Letzig,70.79,6249,-19.312,88
T82, -,Jeff Quinney,70.79,6211,-52.46,87
T82, -,Nick Watney,70.79,6818,-22.268,96
T82, -,Bubba Watson,70.79,6894,-27.503,97
T87, -,John Huston,70.81,3947,18.184,56
T87, -,Rod Pampling,70.81,5711,-46.074,80
T89, -,Charles Howell III,70.82,7044,-32.784,99
T89, -,Kevin Na,70.82,6869,0.283,97
T89, -,Andres Romero,70.82,4814,-69.302,67
T92, -,Michael Allen,70.86,6467,-18.362,91
T92, -,Tommy Armour III,70.86,5466,-10.07,77
T94, -,Woody Austin,70.87,7466,-24.208,105
T94, -,Joe Ogilvie,70.87,7092,-5.483,100
96, -,Patrick Sheehan,70.89,8795,-4.52,124
T97, -,Robert Garrigus,70.9,6392,-11.149,90
T97, -,Brett Quigley,70.9,5702,-30.227,80
99, -,Jesper Parnevik,70.92,6270,-28.753,88
100, -,Jerry Kelly,70.94,6291,-48.196,88
T101, -,Cliff Kresge,70.95,6009,-48.875,84
T101, -,Jeff Overton,70.95,7343,-34.714,103
T103, -,Chez Reavie,70.96,7245,-7.399,102
T103, -,Bo Van Pelt,70.96,7167,-0.415,101
105, -,Richard S. Johnson,70.97,4268,-9.945,60
T106, -,Steve Flesch,70.98,6761,-18.353,95
T106, -,J.J. Henry,70.98,7676,-10.34,108
T106, -,Brenden Pappas,70.98,4673,11.482,66
109, -,Tim Petrovic,70.99,6909,-23.309,97
110, -,Tim Wilkinson,71,6747,-2.308,95
111, -,Jonathan Byrd,71.03,6066,-28.635,85
112, -,Nicholas Thompson,71.04,8066,-38.632,113
T113, -,Craig Kanada,71.06,4618,0.792,65
T113, -,John Rollins,71.06,6725,-45.629,94
115, -,Scott Sterling,71.07,6312,13.252,89
T116, -,Brad Adamonis,71.08,6180,3.902,87
T116, -,Angel Cabrera,71.08,3669,-43.752,51
T116, -,Todd Hamilton,71.08,6608,-68.931,92
T116, -,Brandt Jobe,71.08,3717,-20.961,52
T120, -,Alex Cejka,71.1,5377,-44.824,75
T120, -,Carlos Franco,71.1,5195,-4.768,73
T122, -,Doug LaBelle II,71.11,4639,-17.175,65
T122, -,Martin Laird,71.11,6939,30.227,98
124, -,Nathan Green,71.13,6776,-18.387,95
T125, -,Alejandro Canizares,71.15,3706,-6.17,52
T125, -,Johnson Wagner,71.15,5947,-41.276,83
T127, -,John Riegger,71.16,5177,17.681,73
T127, -,Marc Turnesa,71.16,6191,0.313,87
129, -,Jason Gore,71.17,6677,13.362,94
130, -,Jason Day,71.18,5756,9.274,81
T131, -,Daniel Chopra,71.2,5935,-25.053,83
T131, -,Paul Goydos,71.2,5585,-31.358,78
T133, -,,71.22,6578,-25.509,92
T133, -,Jeff Maggert,71.22,6131,-6.261,86
135, -,Rich Beem,71.23,6425,-14.306,90
T136, -,Cameron Beckman,71.24,6185,12.71,87
T136, -,Chris Riley,71.24,3617,16.094,51
138, -,Ryan Moore,71.25,5148,-18.071,72
T139, -,Matthew Jones,71.26,6783,-12.86,95
T139, -,Frank Lickliter II,71.26,7621,4.116,107
T139, -,Kevin Stadler,71.26,6440,-27.008,90
T142, -,Joe Durant,71.27,6554,2.545,92
T142, -,Greg Kraft,71.27,4508,-18.276,63
T142, -,Omar Uresti,71.27,5258,15.677,74
145, -,Mark Calcavecchia,71.28,4743,-38.196,66
