*2010,1/3/2011,,,,
T60, -,Jose Coceres,70.84,4534,64
T60, -,Brian Gay,70.84,6659,94
T60, -,Scott Hoch,70.84,3613,51
63, -,Tom Pernice jr,70.85,7014,99
T64, -,Brian Bateman,70.88,5670,80
T64, -,Rory Sabbatini,70.88,6096,86
66, -,David Peoples,70.9,5672,80
67, -,Kevin Na,70.91,6807,96
68, -,Robert Gamez,70.92,7305,103
69, -,J.J. Henry,70.94,7307,103
70, -,J.L. Lewis,70.95,7521,106
71, -,Jason Bohn,70.96,6741,95
72, -,Mark Wilson,70.97,4400,62
T73, -,Woody Austin,70.98,6672,94
T73, -,Patrick Sheehan,70.98,7879,111
T75, -,Matt Gogel,71.01,5965,84
T75, -,Scott McCarron,71.01,6107,86
T77, -,Jonathan Byrd,71.02,5895,83
T77, -,Joe Ogilvie,71.02,7244,102
T77, -,Ryan Palmer,71.02,7102,100
T80, -,Chad Campbell,71.03,6606,93
T80, -,Steve Flesch,71.03,7458,105
T80, -,Richard S. Johnson,71.03,7245,102
T83, -,Steve Allan,71.04,7033,99
T83, -,Todd Fischer,71.04,7246,102
T83, -,Heath Slocum,71.04,6394,90
86, -,Kevin Sutherland,71.05,5826,82
87, -,Greg Chalmers,71.06,4974,70
T88, -,Michael Allen,71.07,6041,85
T88, -,Notah Begay III,71.07,4762,67
T88, -,Chris Riley,71.07,5259,74
T91, -,Jeff Maggert,71.08,4265,60
T91, -,Jay Williamson,71.08,6966,98
93, -,Charles Howell III,71.09,7180,101
94, -,Dennis Paulson,71.1,5048,71
95, -,Joey Sindelar,71.11,6969,98
T96, -,K.J. Choi,71.12,5832,82
T96, -,Skip Kendall,71.12,7041,99
T96, -,Frank Lickliter II,71.12,6116,86
T96, -,Brett Quigley,71.12,6970,98
T96, -,Dean Wilson,71.12,7041,99
101, -,Glen Day,71.13,7042,99
T102, -,Dudley Hart,71.14,4126,58
T102, -,John Huston,71.14,3984,56
T104, -,Arron Oberholser,71.16,5195,73
T104, -,Brenden Pappas,71.16,7685,108
