69.4,2
69.5,0
69.6,0
69.7,1
69.8,1
69.9,1
70.0,2
70.1,0
70.2,2
70.3,0
70.4,5
70.5,1
70.6,1
70.7,2
70.8,1
70.9,1
71.0,0
71.1,2
71.2,0
71.3,2
71.4,2
71.5,0
71.6,2
71.7,2
71.8,1
71.9,2
72.0,2
72.1,2
72.2,0
72.3,0
72.4,1
72.5,3
72.6,1
72.7,3
72.8,1
72.9,2
73.0,2
73.1,2
73.2,2
73.3,1
73.4,4
73.5,1
73.6,5
73.7,0
73.8,1
73.9,4
74.0,3
74.1,3
74.2,0
74.3,2
74.4,4
74.5,2
74.6,2
74.7,1
74.8,1
74.9,0
75.0,1
75.1,0
75.2,2
75.3,0
75.4,1
75.5,0
75.6,0
75.7,0
75.8,1
75.9,1
76.0,1
76.1,1
76.2,0
76.3,2
76.4,1
76.5,0
76.6,1
76.7,0
76.8,2
76.9,0
77.0,0
77.1,1
77.2,0
77.3,2
77.4,0
77.5,0
77.6,0
77.7,0
77.8,0
77.9,0
78.0,0
78.1,0
78.2,0
78.3,0
78.4,1
