70.1,1
70.2,0
70.3,0
70.4,1
70.5,2
70.6,1
70.7,1
70.8,0
70.9,3
71.0,1
71.1,1
71.2,3
71.3,0
71.4,0
71.5,0
71.6,0
71.7,2
71.8,0
71.9,1
72.0,3
72.1,3
72.2,2
72.3,3
72.4,3
72.5,0
72.6,1
72.7,0
72.8,2
72.9,2
73.0,4
73.1,2
73.2,1
73.3,2
73.4,5
73.5,4
73.6,5
73.7,0
73.8,0
73.9,1
74.0,4
74.1,4
74.2,2
74.3,2
74.4,2
74.5,2
74.6,2
74.7,4
74.8,1
74.9,3
75.0,2
75.1,3
75.2,1
75.3,3
75.4,1
75.5,0
75.6,2
75.7,1
75.8,0
75.9,1
76.0,0
76.1,0
76.2,0
76.3,1
76.4,1
76.5,0
76.6,1
76.7,0
76.8,0
76.9,2
77.0,0
77.1,0
77.2,0
77.3,0
77.4,0
77.5,0
77.6,0
77.7,1
77.8,0
77.9,0
78.0,0
78.1,0
78.2,0
78.3,0
78.4,0
78.5,0
78.6,1
